# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       6.152      146.700       77.809      360.352
       6.159        0.000       78.277      360.742
       6.166        0.000       78.277      360.742
       6.173      140.200       78.500      360.992
       6.181        0.000       78.621      360.992
       6.188      132.600       78.621      360.992
       6.196      130.700       78.621      360.992
       6.204      122.100       78.621      360.992
       6.214      100.900       78.664      361.242
       6.224       99.700       78.664      361.242
       6.232      121.100       79.426      361.598
       6.240        0.000       79.680      362.234
       6.248      126.800       79.680      362.234
       6.258        0.000       79.789      362.254
       6.267      104.300       79.789      362.254
       6.277        0.000       80.027      362.504
       6.285        0.000       80.027      362.504
       6.293        0.000       80.027      362.504
       6.303        0.000       80.027      362.754
       6.312        0.000       80.027      362.754
       6.320      125.400       80.281      362.773
       6.327        0.000       80.281      362.773
       6.333        0.000       80.281      362.773
       6.343      104.800       80.281      362.793
       6.349        0.000       80.281      362.793
       6.359      105.100       80.348      362.812
       6.365        0.000       80.348      362.812
       6.372        0.000       80.383      362.832
       6.382        0.000       80.414      362.852
       6.390      112.600       80.414      362.852
       6.397        0.000       80.414      362.852
       6.403        0.000       80.414      362.852
       6.411        0.000       80.414      362.852
       6.418        0.000       80.465      362.871
       6.425      139.000       80.465      362.871
       6.432        0.000       80.465      362.871
       6.439        0.000       80.465      362.871
       6.445        0.000       80.465      362.871
       6.452        0.000       80.465      362.871
       6.458        0.000       80.465      362.871
       6.464        0.000       80.465      362.871
       6.471        0.000       80.465      362.871
       6.477        0.000       80.465      362.871
       6.483        0.000       80.488      362.891
       6.490        0.000       80.488      362.891
       6.496        0.000       80.488      362.891
       6.502        0.000       80.488      362.891
       6.508        0.000       80.488      362.891
       6.515        0.000       80.488      362.891
       6.526        0.000       80.488      362.891
       6.535        0.000       80.488      362.891
       6.543        0.000       80.488      362.891
       6.551      135.300       80.488      362.891
       6.557        0.000       80.488      362.891
       6.563        0.000       80.488      362.891
       6.569        0.000       80.488      362.891
       6.576        0.000       80.488      362.891
       6.582        0.000       80.488      362.891
       6.588        0.000       80.488      362.891
       6.595        0.000       80.488      362.891
       6.600        0.000       80.488      362.891
       6.607        0.000       80.488      362.891
       6.613        0.000       80.488      362.891
       6.619        0.000       80.488      362.891
       6.626        0.000       80.488      363.141
       6.632        0.000       80.488      363.141
       6.641        0.000       80.641      363.160
       6.650        0.000       80.641      363.160
       6.659      106.900       80.750      363.203
       6.666        0.000       80.750      363.203
       6.673        0.000       80.750      363.203
       6.680      138.700       80.797      363.254
       6.687        0.000       80.797      363.254
       6.694        0.000       80.836      363.277
       6.701      141.000       80.836      363.277
       6.708        0.000       80.875      363.328
       6.715        0.000       80.922      363.348
       6.722      139.200       80.938      363.379
       6.729        0.000       80.938      363.379
       6.737        0.000       80.965      363.398
       6.744        0.000       80.965      363.527
       6.752        0.000       80.965      363.527
       6.758        0.000       80.965      363.527
       6.765        0.000       80.965      363.527
       6.772        0.000       80.965      363.527
       6.779      142.900       81.078      363.766
       6.786        0.000       81.453      364.344
       6.793      141.300       81.473      364.344
       6.800        0.000       81.473      364.344
       6.807      150.600       81.504      364.594
       6.814      147.600       81.504      364.594
       6.820        0.000       81.633      364.594
       6.826      158.000       81.633      364.594
       6.833        0.000       81.633      364.594
       6.840        0.000       81.656      364.594
       6.846        0.000       81.656      364.594
       6.853        0.000       81.656      364.594
       6.860        0.000       81.656      364.594
       6.867        0.000       81.656      364.594
       6.873      149.100       81.656      364.594
       6.881        0.000       81.680      364.594
       6.889        0.000       81.754      364.594
       6.897      128.200       81.801      364.844
       6.905        0.000       81.844      364.844
       6.912      138.500       81.867      364.844
       6.919        0.000       81.883      364.844
       6.926        0.000       81.883      364.844
       6.933        0.000       81.922      364.844
       6.940        0.000       81.922      364.844
       6.947        0.000       82.055      365.094
       6.954        0.000       82.055      365.094
       6.960        0.000       82.055      365.094
       6.967        0.000       82.742      365.754
       6.974      135.900       83.168      366.227
       6.982      138.400       83.367      366.500
       6.989        0.000       83.367      366.500
       6.997        0.000       83.367      366.500
       7.004      138.900       83.578      366.508
       7.012        0.000       83.738      366.758
       7.020        0.000       83.812      366.758
       7.027        0.000       83.812      366.758
       7.035        0.000       84.008      366.758
       7.045       99.800       84.082      366.758
       7.055       95.700       84.320      366.758
       7.063        0.000       84.602      366.758
       7.074        0.000       84.602      366.758
       7.082      126.500       84.602      366.758
       7.089        0.000       85.262      367.508
       7.096        0.000       84.902      367.008
       7.103        0.000       84.957      367.258
       7.114       92.800       86.719      368.930
       7.123      107.100       86.180      368.309
       7.130      156.000       86.180      368.309
       7.137      135.000       86.180      368.309
       7.144        0.000       86.180      368.309
       7.151        0.000       86.180      368.309
       7.158        0.000       86.227      368.309
       7.167        0.000       86.227      368.309
       7.177      106.300       86.227      368.309
       7.183      156.800       86.227      368.309
       7.189        0.000       86.227      368.309
       7.196      151.000       86.227      368.309
       7.202      159.600       86.227      368.309
       7.209        0.000       86.227      368.309
       7.215      157.700       86.227      368.309
       7.222      155.000       86.355      368.309
       7.229        0.000       86.355      368.309
       7.235      153.700       86.418      368.559
       7.242      275.700       86.418      368.559
       7.249        0.000       86.418      368.559
       7.256        0.000       86.418      368.559
       7.265        0.000       87.668      369.809
       7.275        0.000       87.910      369.941
       7.285       94.000       88.359      370.383
       7.292        0.000       88.359      370.383
       7.298        0.000       88.359      370.383
       7.304        0.000       88.359      370.383
       7.311        0.000       88.359      370.383
       7.317        0.000       88.359      370.383
       7.326      234.400       88.602      370.883
       7.335        0.000       88.602      370.883
       7.344        0.000       88.602      370.883
       7.353        0.000       88.602      370.883
       7.361        0.000       88.602      370.883
       7.368        0.000       88.602      370.883
       7.378        0.000       88.602      370.883
       7.387        0.000       88.602      370.883
       7.396        0.000       88.602      370.883
       7.404        0.000       88.602      370.883
       7.413        0.000       88.602      370.883
       7.420        0.000       88.602      370.883
       7.427        0.000       88.602      370.883
       7.433        0.000       88.602      370.883
       7.439        0.000       88.906      370.633
       7.445        0.000       88.906      370.633
       7.452        0.000       88.906      370.633
       7.458        0.000       89.348      371.133
       7.465      146.400       89.164      370.883
       7.471        0.000       89.164      370.883
       7.478        0.000       89.164      370.883
       7.484        0.000       89.164      371.102
       7.491        0.000       89.164      371.102
       7.497        0.000       89.164      371.102
       7.504        0.000       89.328      371.102
       7.510        0.000       89.328      371.102
       7.517        0.000       89.328      371.102
       7.524        0.000       89.328      371.102
       7.530        0.000       89.328      371.102
       7.536        0.000       89.328      371.102
       7.542        0.000       89.328      371.102
       7.548        0.000       89.328      371.102
       7.555        0.000       89.328      371.102
       7.565        0.000       89.328      371.102
       7.573        0.000       89.328      371.102
       7.580        0.000       89.328      371.102
       7.586        0.000       89.328      371.102
       7.594      128.500       89.516      371.352
       7.600        0.000       89.516      371.352
       7.607        0.000       89.516      371.352
       7.613        0.000       89.516      371.352
       7.620        0.000       89.719      371.602
       7.627        0.000       89.793      371.836
       7.634        0.000       89.793      371.836
       7.641        0.000       89.793      371.836
       7.649      125.200       90.059      371.836
       7.657        0.000       90.059      371.836
       7.665        0.000       90.059      372.086
       7.672        0.000       90.234      372.086
       7.679        0.000       90.234      372.086
       7.688      109.300       90.465      372.336
       7.695        0.000       90.465      372.336
       7.701        0.000       90.727      372.586
       7.709      134.700       90.727      372.336
       7.716        0.000       90.727      372.336
       7.723        0.000       90.727      372.336
       7.729        0.000       90.727      372.336
       7.736        0.000       90.730      374.418
       7.742        0.000       90.730      374.418
       7.748        0.000       90.730      374.727
       7.755        0.000       90.730      374.727
       7.761        0.000       91.191      376.477
       7.768        0.000       92.566      405.535
       7.775        0.000       92.566      405.535
       7.781        0.000       92.566      405.535
       7.787        0.000       92.566      405.535
       7.795      137.400       92.867      405.785
       7.801        0.000       92.867      405.785
       7.808        0.000       93.055      405.973
       7.815        0.000       93.055      405.973
       7.821        0.000       93.055      405.973
       7.830      115.600       94.344      406.367
       7.836        0.000       94.344      406.367
       7.846        0.000       95.180      406.496
       7.853      133.500       95.980      407.355
       7.859        0.000       95.980      407.355
       7.866        0.000       95.980      407.355
       7.872        0.000       95.980      407.355
       7.878        0.000       95.980      407.355
       7.885        0.000       95.980      407.355
       7.891        0.000       95.980      407.355
       7.897        0.000       95.980      407.355
       7.903        0.000       95.980      407.355
       7.909        0.000       95.980      407.355
       7.916        0.000       95.980      407.355
       7.922        0.000       95.980      407.355
       7.929        0.000       95.980      407.355
       7.935        0.000       95.980      407.355
       7.941        0.000       95.980      407.355
       7.947        0.000       95.980      407.355
       7.954        0.000       95.980      407.355
       7.960        0.000       95.980      407.355
       7.966        0.000       95.980      407.355
       7.972        0.000       95.980      407.355
       7.979        0.000       95.980      407.355
       7.985        0.000       95.980      407.355
       7.991        0.000       95.980      407.355
       7.997        0.000       95.980      407.355
       8.003        0.000       95.980      407.355
       8.009        0.000       95.980      407.355
       8.015        0.000       95.980      407.355
       8.022        0.000       95.980      407.355
       8.029        0.000       95.980      407.355
       8.035        0.000       95.980      407.355
       8.041        0.000       95.980      407.355
       8.047        0.000       95.980      407.355
       8.054        0.000       95.980      407.355
       8.060        0.000       95.980      407.355
       8.066        0.000       95.980      407.355
       8.072        0.000       95.980      407.355
       8.081        0.000       95.980      407.355
       8.090        0.000       95.980      407.355
       8.096        0.000       95.980      407.355
       8.103        0.000       95.980      407.355
       8.109        0.000       95.980      407.355
       8.116        0.000       95.980      407.355
       8.123        0.000       95.980      407.355
       8.129        0.000       95.980      407.355
       8.136        0.000       95.980      407.355
       8.142        0.000       95.980      407.355
       8.149        0.000       95.980      407.355
       8.155        0.000       95.980      407.355
       8.162        0.000       95.980      407.355
       8.169        0.000       95.980      407.355
       8.175        0.000       95.980      407.355
       8.183        0.000       95.980      407.355
       8.189        0.000       95.980      407.355
       8.195        0.000       95.980      407.355
       8.202        0.000       95.980      407.355
       8.208        0.000       95.980      407.355
       8.216        0.000       95.980      407.355
       8.222        0.000       95.980      407.355
       8.228        0.000       95.980      407.355
       8.235        0.000       95.980      407.355
       8.241        0.000       95.980      407.355
       8.247        0.000       95.980      407.355
       8.253        0.000       95.980      407.355
       8.259        0.000       95.980      407.355
       8.266        0.000       95.980      407.355
       8.272        0.000       95.980      407.355
       8.278        0.000       95.980      407.355
       8.284        0.000       95.980      407.355
       8.290        0.000       95.980      407.355
       8.296        0.000       95.980      407.355
       8.302        0.000       95.980      407.355
       8.308        0.000       95.980      407.355
       8.314        0.000       95.980      407.355
       8.320        0.000       95.980      407.355
       8.326        0.000       95.980      407.355
       8.332        0.000       95.980      407.355
       8.338        0.000       95.980      407.355
       8.345        0.000       95.980      407.355
       8.351        0.000       95.980      407.355
       8.358        0.000       95.980      407.355
       8.364        0.000       95.980      407.355
       8.370        0.000       95.980      407.355
       8.376        0.000       95.980      407.355
       8.383        0.000       95.980      407.355
       8.390        0.000       96.266      407.355
       8.396        0.000       96.266      407.355
       8.403        0.000       96.266      407.355
       8.410        0.000       96.266      407.355
       8.416        0.000       96.266      407.355
       8.424        0.000       96.266      407.355
       8.432        0.000       96.266      407.355
       8.442        0.000       96.266      407.355
       8.451        0.000       96.266      407.355
       8.459        0.000       96.266      407.355
       8.466        0.000       96.266      407.355
       8.474        0.000       96.266      407.355
       8.482        0.000       96.266      407.355
       8.491        0.000       96.266      407.355
       8.498        0.000       96.266      407.355
       8.507        0.000       96.266      407.355
       8.515        0.000       96.266      407.355
       8.522        0.000       96.266      407.355
       8.528        0.000       96.266      407.355
       8.537        0.000       96.273      407.484
       8.543        0.000       96.273      407.484
       8.549        0.000       96.273      407.484
       8.556        0.000       96.273      407.484
       8.563        0.000       96.273      407.484
       8.570      128.600       96.504      407.613
       8.577        0.000       96.504      407.613
       8.583        0.000       96.504      407.613
       8.589        0.000       96.504      407.613
       8.599        0.000       96.504      407.613
       8.606        0.000       96.504      407.613
       8.613        0.000       96.504      407.613
       8.620        0.000       96.504      407.613
       8.626        0.000       96.504      407.613
       8.632        0.000       96.504      407.613
       8.639        0.000       96.504      407.613
       8.646        0.000       96.504      407.613
       8.653        0.000       96.504      407.613
       8.660        0.000       96.504      407.613
       8.667        0.000       96.504      407.613
       8.675        0.000       96.504      407.871
       8.683        0.000       97.020      408.129
       8.689        0.000       97.020      408.129
       8.695        0.000       97.020      408.129
       8.702        0.000       97.020      408.129
       8.708        0.000       97.020      408.129
       8.716        0.000       97.277      408.387
       8.723        0.000       97.277      408.387
       8.729        0.000       97.277      408.387
       8.735        0.000       97.277      408.387
       8.742        0.000       97.277      408.387
       8.748        0.000       97.277      408.387
       8.755        0.000       97.277      408.387
       8.761        0.000       97.277      408.387
       8.767        0.000       97.277      408.387
       8.773        0.000       97.277      408.387
       8.780        0.000       97.277      408.387
       8.786        0.000       97.277      408.387
       8.792        0.000       97.277      408.387
       8.798        0.000       97.277      408.387
       8.804        0.000       97.277      408.387
       8.810        0.000       97.277      408.387
       8.816        0.000       97.277      408.387
       8.825      103.800       97.793      409.160
       8.833      128.100       98.309      409.547
       8.839        0.000       98.309      409.547
       8.845        0.000       98.309      409.547
       8.851        0.000       98.309      409.547
       8.858        0.000       98.309      409.676
       8.866      120.500       98.566      409.934
       8.872        0.000       98.566      409.934
       8.878        0.000       98.566      409.934
       8.884        0.000       98.566      409.934
       8.890        0.000       98.566      409.934
       8.896        0.000       98.566      409.934
       8.903        0.000       98.566      409.934
       8.909        0.000       98.566      409.934
       8.915        0.000       98.566      409.934
       8.921        0.000       98.566      409.934
       8.927        0.000       98.566      409.934
       8.934        0.000       98.566      409.934
       8.940        0.000       98.566      409.934
       8.947        0.000       98.566      409.934
       8.953        0.000       98.566      409.934
       8.959        0.000       98.566      409.934
       8.969        0.000       98.824      410.191
       8.979      196.600       99.340      410.707
       8.988      111.500      100.113      411.480
       8.997      106.200      100.629      411.867
       9.006        0.000      101.402      412.641
       9.014      257.300      101.660      412.898
       9.020        0.000      101.660      412.898
       9.025        0.000      101.660      412.898
       9.034        0.000      101.660      412.898
       9.041        0.000      101.660      412.898
       9.048        0.000      101.660      412.898
       9.055        0.000      101.660      412.898
       9.062        0.000      101.660      412.898
       9.070        0.000      101.660      412.898
       9.078        0.000      101.660      412.898
       9.085        0.000      101.660      412.898
       9.092        0.000      101.660      412.898
       9.099        0.000      101.660      412.898
       9.107        0.000      101.660      412.898
       9.120       82.100      101.918      413.285
       9.133       74.800      102.691      413.930
       9.144        0.000      102.949      414.188
       9.155       88.400      103.465      414.832
       9.165       99.600      104.238      415.605
       9.175       94.900      105.012      416.121
       9.184      117.200      105.012      416.250
       9.191        0.000      105.637      417.266
       9.199      130.400      105.637      417.266
       9.205      151.500      105.637      417.266
       9.212      137.300      105.637      417.266
       9.220        0.000      105.637      417.266
       9.227      142.100      105.637      417.266
       9.235      120.600      105.637      417.266
       9.244      111.200      105.637      417.266
       9.254      104.600      105.637      417.266
       9.260        0.000      105.637      417.266
       9.267      150.900      105.637      417.266
       9.273      159.000      105.637      417.266
       9.279        0.000      105.637      417.266
       9.286      147.800      105.637      417.266
       9.292      160.200      105.637      417.266
       9.298        0.000      105.637      417.266
       9.305      151.200      105.637      417.266
       9.312      149.000      105.637      417.266
       9.318        0.000      105.637      417.266
       9.325      150.000      105.637      417.266
       9.331      148.800      105.637      417.266
       9.338        0.000      105.637      417.266
       9.346      133.100      106.012      417.516
       9.353      146.300      106.012      417.516
       9.360        0.000      106.012      417.516
       9.367      143.300      106.012      417.516
       9.374      150.600      106.012      417.516
       9.380        0.000      106.203      417.766
       9.387      155.100      106.203      417.766
       9.393      157.600      106.203      417.766
       9.399        0.000      106.203      417.766
       9.406      157.600      106.203      417.766
       9.414      116.000      106.203      417.766
       9.421        0.000      106.453      418.016
       9.427      155.800      106.453      418.016
       9.434      149.600      106.453      418.016
       9.440        0.000      106.453      418.016
       9.446      158.100      106.453      418.016
       9.453      156.400      106.453      418.016
       9.459        0.000      106.453      418.266
       9.466      135.800      106.707      418.266
       9.473      158.900      106.707      418.266
       9.479        0.000      106.707      418.266
       9.486      153.300      106.707      418.266
       9.492      154.600      106.707      418.266
       9.499        0.000      106.707      418.266
       9.505      160.300      106.953      418.516
       9.511      151.800      106.953      418.516
       9.518        0.000      106.953      418.516
       9.527      108.700      106.953      418.516
       9.536      111.800      106.953      418.516
       9.544      126.500      106.953      418.516
       9.552      135.900      107.211      418.516
       9.560        0.000      107.211      418.516
       9.570        0.000      107.211      418.516
       9.579        0.000      107.211      418.516
       9.587        0.000      107.211      418.516
       9.594        0.000      107.211      418.516
       9.603        0.000      107.211      418.516
       9.612        0.000      107.211      418.516
       9.619        0.000      107.211      418.516
       9.626        0.000      107.273      418.766
       9.633      138.600      107.430      418.766
       9.641      120.500      107.430      418.766
       9.651        0.000      107.430      418.766
       9.660      102.400      107.430      418.766
       9.671        0.000      107.555      418.766
       9.682      191.400      107.555      418.766
       9.692       92.200      107.555      418.766
       9.703       98.100      107.555      418.766
       9.713       97.400      107.555      418.766
       9.723       99.900      107.555      418.766
       9.733      102.000      107.555      418.766
       9.742      103.500      107.555      418.766
       9.752      100.200      107.555      418.766
       9.762      103.700      107.555      418.766
       9.771      106.300      107.555      418.766
       9.781        0.000      107.555      418.766
       9.790      106.600      107.750      419.016
       9.800      102.300      107.750      419.016
       9.807      150.600      107.750      419.016
       9.813        0.000      107.750      419.016
       9.819        0.000      107.750      419.016
       9.825        0.000      107.750      419.016
       9.831        0.000      107.750      419.016
       9.837        0.000      107.750      419.016
       9.843        0.000      107.750      419.016
       9.850        0.000      107.750      419.016
       9.856        0.000      107.750      419.016
       9.862        0.000      107.961      419.016
       9.869        0.000      107.961      419.016
       9.876        0.000      107.961      419.016
       9.882        0.000      107.961      419.016
       9.890        0.000      108.438      419.266
       9.901       96.000      108.438      419.266
       9.910      111.300      108.520      419.266
       9.919      105.500      108.520      419.266
       9.929       97.100      108.520      419.266
       9.939      100.400      108.520      419.266
       9.949      101.500      108.520      419.266
       9.956        0.000      108.520      419.266
       9.964      134.900      108.520      419.266
       9.971        0.000      108.520      419.266
       9.977        0.000      108.520      419.266
       9.984        0.000      108.520      419.266
       9.991        0.000      108.520      419.266
       9.997        0.000      108.520      419.266
      10.004        0.000      108.520      419.266
      10.010        0.000      108.520      419.266
      10.016        0.000      108.520      419.266
      10.023        0.000      108.520      419.266
      10.031        0.000      108.520      419.266
      10.037        0.000      108.520      419.266
      10.044      130.600      108.629      429.531
      10.055       96.200      108.629      429.531
      10.065        0.000      108.629      429.531
      10.075       99.700      108.629      429.531
      10.086       96.600      108.629      429.531
      10.096      101.300      108.629      429.531
      10.107       92.600      108.629      429.531
      10.115      116.200      108.629      429.531
      10.123      136.100      108.629      429.531
      10.132      110.700      108.629      429.531
      10.142       94.800      108.629      429.531
      10.150        0.000      108.629      429.531
      10.157      138.100      108.629      429.531
      10.164      143.200      108.629      429.531
      10.171        0.000      108.629      429.531
      10.179      132.100      108.629      429.531
      10.190       87.600      108.629      429.531
      10.202      159.700      108.629      429.531
      10.215       78.300      108.629      429.531
      10.226       92.700      108.629      429.531
      10.237       94.800      108.629      429.531
      10.247       96.100      108.629      429.531
      10.255      130.100      108.797      429.531
      10.261        0.000      108.797      429.531
      10.267        0.000      108.797      429.531
      10.273        0.000      108.797      429.531
      10.281        0.000      108.797      429.531
      10.288        0.000      109.191      429.531
      10.295      136.700      109.641      430.031
      10.304      120.400      109.758      430.031
      10.311        0.000      109.758      430.031
      10.318        0.000      109.758      430.031
      10.325        0.000      109.758      430.031
      10.332      147.900      109.758      430.031
      10.339        0.000      109.758      430.031
      10.345        0.000      109.758      430.031
      10.352        0.000      110.168      430.031
      10.359        0.000      110.168      430.031
      10.365        0.000      110.168      430.031
      10.371        0.000      110.168      430.031
      10.378        0.000      110.168      430.031
      10.384        0.000      110.168      430.031
      10.390        0.000      110.168      430.031
      10.396        0.000      110.168      430.031
      10.403        0.000      110.168      430.031
      10.409        0.000      110.168      430.031
      10.416        0.000      110.168      430.031
      10.422        0.000      110.168      430.031
      10.429        0.000      110.168      430.031
      10.435        0.000      110.168      430.031
      10.441        0.000      110.168      430.031
      10.448        0.000      110.168      430.031
      10.456        0.000      110.168      430.031
      10.463        0.000      110.168      430.031
      10.469        0.000      110.168      430.031
      10.476        0.000      110.168      430.031
      10.482        0.000      110.168      430.031
      10.488        0.000      110.168      430.031
      10.494        0.000      110.168      430.031
      10.503      119.900      110.168      430.031
      10.512      106.100      110.168      430.031
      10.519        0.000      110.168      430.031
      10.526        0.000      110.168      430.031
      10.532        0.000      110.168      430.031
      10.539        0.000      110.168      430.031
      10.545        0.000      110.168      430.031
      10.552        0.000      110.168      430.031
      10.558        0.000      110.168      430.031
      10.565        0.000      110.168      430.031
      10.572        0.000      110.168      430.031
      10.579        0.000      110.168      430.031
      10.585        0.000      110.168      430.031
      10.592        0.000      110.168      430.031
      10.598        0.000      110.168      430.031
      10.605        0.000      110.168      430.031
      10.612        0.000      110.168      430.031
      10.618        0.000      110.168      430.031
      10.625        0.000      110.168      430.031
      10.633        0.000      110.168      430.031
      10.640        0.000      110.168      430.031
      10.650        0.000      110.168      430.031
      10.657        0.000      110.168      430.031
      10.665        0.000      110.168      430.031
      10.672        0.000      110.168      430.031
      10.682        0.000      110.168      430.031
      10.692        0.000      110.168      430.031
      10.699        0.000      110.168      430.031
      10.706        0.000      110.168      430.031
      10.715        0.000      110.168      430.031
      10.723        0.000      110.168      430.031
      10.732        0.000      110.168      430.031
      10.740        0.000      110.168      430.031
      10.747        0.000      110.168      430.031
      10.754        0.000      110.168      430.031
      10.760        0.000      110.168      430.031
      10.767        0.000      110.168      430.031
      10.774        0.000      110.168      430.031
      10.780        0.000      110.168      430.031
      10.788        0.000      110.168      430.031
      10.796        0.000      110.168      430.031
      10.802        0.000      110.168      430.031
      10.808        0.000      110.168      430.031
      10.814        0.000      110.168      430.031
      10.820        0.000      110.168      430.031
      10.826        0.000      110.168      430.031
      10.832        0.000      110.168      430.031
      10.838        0.000      110.168      430.031
      10.845        0.000      110.168      430.031
      10.851        0.000      110.168      430.031
      10.858        0.000      110.168      430.031
      10.864        0.000      110.168      430.031
      10.871        0.000      110.168      430.031
      10.878        0.000      110.613      430.281
      10.884      154.100      110.867      430.531
      10.891        0.000      110.863      430.531
      10.898      136.300      111.113      430.781
      10.905      139.200      111.117      430.781
      10.912      138.600      110.863      430.281
      10.919        0.000      111.059      430.281
      10.926      148.300      111.059      430.531
      10.933      146.400      111.309      430.781
      10.940        0.000      112.070      431.348
      10.947      136.600      112.379      431.598
      10.954      135.500      112.633      431.777
      10.962      122.700      113.766      433.008
      10.969        0.000      114.270      433.324
      10.976      295.600      114.781      434.074
      10.983        0.000      114.781      434.203
      10.991        0.000      116.723      436.434
      10.998      270.500      116.980      436.434
      11.005        0.000      116.980      436.684
      11.013      133.400      117.133      436.684
      11.020        0.000      117.133      436.434
      11.027      140.300      117.387      436.934
      11.037      102.400      118.676      438.113
      11.046      111.700      118.676      438.113
      11.053        0.000      118.676      438.113
      11.060        0.000      118.676      438.113
      11.067        0.000      118.676      438.113
      11.073        0.000      118.676      438.113
      11.080        0.000      118.676      438.113
      11.087        0.000      118.676      438.113
      11.094        0.000      118.676      438.113
      11.100        0.000      118.676      438.113
      11.107        0.000      118.676      438.113
      11.114        0.000      118.676      438.113
      11.120        0.000      118.676      438.113
      11.127      150.400      118.676      438.113
      11.133        0.000      118.676      438.113
      11.140        0.000      118.676      438.113
      11.147        0.000      118.676      438.113
      11.154        0.000      118.676      438.113
      11.161        0.000      118.676      438.113
      11.167        0.000      118.676      438.113
      11.174        0.000      118.676      438.113
      11.180        0.000      118.676      438.113
      11.186        0.000      118.676      438.113
      11.193        0.000      118.676      438.113
      11.199        0.000      118.676      438.113
      11.206        0.000      118.676      438.113
      11.212        0.000      118.676      438.113
      11.219        0.000      118.676      438.113
      11.225        0.000      118.676      438.113
      11.231        0.000      118.676      438.113
      11.238        0.000      118.676      438.113
      11.246        0.000      118.676      438.113
      11.256        0.000      118.676      438.113
      11.263        0.000      118.676      438.113
      11.270        0.000      118.676      438.113
      11.277        0.000      118.676      438.113
      11.283        0.000      118.676      438.113
      11.290        0.000      118.676      438.113
      11.296        0.000      118.676      438.113
      11.303        0.000      118.676      438.113
      11.309        0.000      118.676      438.113
      11.315        0.000      118.676      438.113
      11.322        0.000      118.676      438.113
      11.328        0.000      118.676      438.113
      11.334        0.000      118.676      438.113
      11.341        0.000      118.676      438.113
      11.347        0.000      118.676      438.113
      11.354        0.000      118.676      438.113
      11.360        0.000      118.676      438.113
      11.366        0.000      118.676      438.113
      11.373        0.000      118.676      438.113
      11.379        0.000      118.676      438.113
      11.386        0.000      118.676      438.113
      11.393        0.000      118.676      438.113
      11.399        0.000      118.676      438.113
      11.405        0.000      118.676      438.113
      11.411        0.000      118.676      438.113
      11.417        0.000      118.676      438.113
      11.424        0.000      118.676      438.113
      11.430        0.000      118.676      438.113
      11.436        0.000      118.676      438.113
      11.444        0.000      118.676      438.113
      11.453        0.000      118.676      438.113
      11.462        0.000      118.676      438.113
      11.472        0.000      118.676      438.113
      11.481        0.000      118.676      438.113
      11.490        0.000      118.676      438.113
      11.500        0.000      118.676      438.113
      11.509        0.000      118.676      438.113
      11.519        0.000      118.676      438.113
      11.528        0.000      118.676      438.113
      11.537        0.000      118.676      438.113
      11.546        0.000      118.676      438.113
      11.556        0.000      118.676      438.113
      11.566        0.000      118.676      438.113
      11.575        0.000      118.676      438.113
      11.585        0.000      118.676      438.113
      11.593        0.000      118.676      438.113
      11.601        0.000      118.676      438.113
      11.608        0.000      118.676      438.113
      11.617        0.000      118.676      438.113
      11.626        0.000      118.676      438.113
      11.634        0.000      118.676      438.113
      11.640        0.000      118.676      438.113
      11.647        0.000      118.676      438.113
      11.655        0.000      118.676      438.113
      11.663        0.000      118.676      438.113
      11.670        0.000      118.676      438.113
      11.676        0.000      118.676      438.113
      11.683        0.000      118.676      438.113
      11.690        0.000      118.676      438.113
      11.697        0.000      118.676      438.113
      11.704        0.000      118.676      438.113
      11.710        0.000      118.676      438.113
      11.716        0.000      118.676      438.113
      11.722        0.000      118.676      438.113
      11.728        0.000      118.676      438.113
      11.736        0.000      118.676      438.113
      11.744        0.000      118.676      438.113
      11.752        0.000      118.676      438.113
      11.759        0.000      118.676      438.113
      11.770        0.000      118.676      438.113
      11.779        0.000      118.676      438.113
      11.789        0.000      118.676      438.113
      11.797        0.000      118.676      438.113
      11.805        0.000      118.676      438.113
      11.814        0.000      118.676      438.113
      11.822        0.000      118.676      438.113
      11.831        0.000      118.676      438.113
      11.838        0.000      118.676      438.113
      11.845        0.000      118.676      438.113
      11.851        0.000      118.676      438.113
      11.857        0.000      118.676      438.113
      11.864        0.000      118.676      438.113
      11.870        0.000      118.676      438.113
      11.876        0.000      118.676      438.113
      11.882        0.000      118.676      438.113
      11.888        0.000      118.676      438.113
      11.895        0.000      118.676      438.113
      11.901        0.000      118.676      438.113
      11.908        0.000      118.676      438.113
      11.914        0.000      118.676      438.113
      11.921        0.000      118.676      438.113
      11.928        0.000      118.676      438.113
      11.935        0.000      118.676      438.113
      11.942        0.000      118.676      438.113
      11.948        0.000      118.676      438.113
      11.956        0.000      118.676      438.113
      11.964      126.900      118.676      438.113
      11.971      134.400      118.676      438.113
      11.979        0.000      119.906      439.531
      11.987      116.400      120.164      439.781
      11.996        0.000      119.727      438.648
      12.002      147.200      119.727      438.648
      12.009        0.000      119.727      438.648
      12.016        0.000      119.727      438.648
      12.023        0.000      119.727      438.648
      12.030        0.000      119.727      438.648
      12.037        0.000      119.727      438.648
      12.043        0.000      119.727      438.648
      12.049        0.000      119.727      438.648
      12.057        0.000      119.727      438.648
      12.063        0.000      119.727      438.648
      12.069        0.000      119.727      438.648
      12.076        0.000      119.727      438.648
      12.083        0.000      119.727      438.648
      12.090        0.000      119.727      438.648
